Streckennummer;Richtung;km_von_l;km_bis_l;km_von_i;km_bis_i;km_von_km;km_von_m;km_bis_km;km_bis_m;Länge;Streckenkurzname;Bezeichnung;Kreuzungsart;Bundesland;Kreis;WKT GK (EPSG 31467);WKT WGS84 (EPSG 4326);WKT UTM 32N (EPSG 25832)
4931;Streckenachse;4,5 + 46,299;4,5 + 57,324;100450046,299;100450057,324;4,5;46,299;4,5;57,324;14;Backnang - Ludwigsburg;EÜ (Marbacher Straße L 1114)  Stahlbeton;EÜ über Landstraße I. Ordnung/Staatstraße;Baden-Württemberg;Landkreis Rems-Murr-Kreis;MULTILINESTRING ((3527265.819699714 5421387.287326944,3527263.1385479714 5421384.7129042195,3527257.670123263 5421379.87027178));MULTILINESTRING ((9.371072950160633 48.92925810235209,9.371036189203286 48.92923507101622,9.370961239582934 48.92919176641916));MULTILINESTRING ((527179.831362008 5419658.675499329,527177.1512618569 5419656.1021270035,527171.6849851692 5419651.261473775))
4931;Streckenachse;8,1 + 91,750;8,1 + 98,895;100810091,75;100810098,895;8,1;91,75;8,1;98,895;11;Backnang - Ludwigsburg;EÜ (Affalterbacher Straße, K 1835)  Walzträger in Beton;EÜ über Landstraße II. Ordnung/Kreisstraße;Baden-Württemberg;Landkreis Rems-Murr-Kreis;MULTILINESTRING ((3524481.7169794613 5422354.035577127,3524475.90899711 5422358.164254664));MULTILINESTRING ((9.33313644357293 48.938067087567234,9.33305741576772 48.938104441505544));MULTILINESTRING ((524396.849283325 5420625.059174228,524391.0436553721 5420629.186246867))
4931;Streckenachse;13,7 + 29,160;13,7 + 33,043;101370029,16;101370033,043;13,7;29,16;13,7;33,043;4;Backnang - Ludwigsburg;E Bstg.zugang Marbach;EÜ über Wege/Räume Reisende-Bstg.Zug.;Baden-Württemberg;Landkreis Ludwigsburg;MULTILINESTRING ((3519422.9459022465 5422945.5352976015,3519419.2535425895 5422944.3339486895));MULTILINESTRING ((9.264115387057467 48.94356468874033,9.264064925956802 48.94355400163498));MULTILINESTRING ((519340.1051959262 5421216.362226802,519336.4143028861 5421215.161387202))
4931;Streckenachse;13,9 + 38,973;13,9 + 46,182;101390038,973;101390046,182;13,9;38,973;13,9;46,182;10;Backnang - Ludwigsburg;EÜ (Ortsstraße)  Stahl;EÜ über andere Straße/Weg KFZ-Verkehr;Baden-Württemberg;Landkreis Ludwigsburg;MULTILINESTRING ((3519223.548281828 5422880.391329548,3519216.6186411576 5422878.404735517));MULTILINESTRING ((9.261390366401404 48.942985115718095,9.26129567825975 48.942967466630854));MULTILINESTRING ((519140.7867747743 5421151.24587016,519133.85988868703 5421149.260124823))
4931;Streckenachse;14,0 + 69,155;14,0 + 72,376;101400069,155;101400072,376;14;69,155;14;72,376;5;Backnang - Ludwigsburg;EÜ (Ortsweg)  Stahl;EÜ über andere Straße/Weg Fahrverkehr;Baden-Württemberg;Landkreis Ludwigsburg;MULTILINESTRING ((3519096.7825630233 5422851.689989005,3519093.590669517 5422851.258692177));MULTILINESTRING ((9.25965857882023 48.94273094256476,9.259614987156159 48.94272716244793));MULTILINESTRING ((519014.0715063322 5421122.557000645,519010.88088543 5421122.125901339))
4931;Streckenachse;14,0 + 87,535;14,0 + 95,957;101400087,535;101400095,957;14;87,535;14;95,957;12;Backnang - Ludwigsburg;EÜ (Ortsstraße)  Stahl;EÜ über andere Straße/Weg KFZ-Verkehr;Baden-Württemberg;Landkreis Ludwigsburg;MULTILINESTRING ((3519078.568653476 5422849.228878899,3519070.222758687 5422848.10116022));MULTILINESTRING ((9.259409831690906 48.94270937185377,9.259295851983689 48.94269948764134));MULTILINESTRING ((518995.8648586488 5421120.097017653,518987.52229135786 5421118.969815433))
4931;Streckenachse;14,4 + 85,743;14,8 + 25,352;101440085,743;101480025,352;14,4;85,743;14,8;25,352;345;Backnang - Ludwigsburg;EÜ (Neckarviadukt)  Stahl;EÜ über schiffbar gemachten Fluß;Baden-Württemberg;Landkreis Ludwigsburg;MULTILINESTRING ((3518680.663703684 5422853.056649424,3518666.2373646004 5422853.387021556,3518466.2119297255 5422857.005522566,3518366.15696228 5422856.968023669,3518341.120645101 5422857.9421207225));MULTILINESTRING ((9.253978332002053 48.942755883605834,9.253781417486483 48.94275928793239,9.25105109347595 48.942797803096774,9.249685270148296 48.942800431668736,9.249343550207627 48.94280993035694));MULTILINESTRING ((518598.11900571216 5421123.926386034,518583.6984363022 5421124.256739493,518383.7529920398 5421127.875366228,518283.7380222399 5421127.838668784,518258.7117212236 5421128.812573199))
4931;Streckenachse;15,1 + 82,313;15,1 + 85,562;101510082,313;101510085,562;15,1;82,313;15,1;85,562;3;Backnang - Ludwigsburg;E Bstg.zug.Benningen;EÜ über Wege/Räume Reisende-Bstg.Zug.;Baden-Württemberg;Landkreis Ludwigsburg;MULTILINESTRING ((3518001.5857274313 5422945.817496658,3517998.857503714 5422947.581624004));MULTILINESTRING ((9.244712520498688 48.94361003839761,9.244675355293795 48.94362598052057));MULTILINESTRING ((517919.3132263886 5421216.655486762,517916.58610716724 5421218.41893028))
4931;Streckenachse;15,3 + 83,113;15,3 + 99,891;101530083,113;101530099,891;15,3;83,113;15,3;99,891;22;Backnang - Ludwigsburg;EÜ (L1128)  Walzträger in Beton;EÜ über Landstraße I. Ordnung/Staatstraße;Baden-Württemberg;Landkreis Ludwigsburg;MULTILINESTRING ((3517841.106055953 5423066.357281393,3517827.9911276493 5423076.820673645));MULTILINESTRING ((9.242527078536266 48.94469856448914,9.242348499491198 48.94479302806781));MULTILINESTRING ((517758.89865535294 5421337.148343161,517745.78905208025 5421347.607655418))
4931;Streckenachse;16,9 + 15,808;16,9 + 19,341;101690015,808;101690019,341;16,9;15,808;16,9;19,341;7;Backnang - Ludwigsburg;EÜ (Feldweg)  Walzträger in Beton;EÜ über andere Straße/Weg Fahrverkehr;Baden-Württemberg;Landkreis Ludwigsburg;MULTILINESTRING ((3516637.1421394222 5422623.828002984,3516634.915786335 5422621.084889595));MULTILINESTRING ((9.226073473924801 48.940752721723634,9.226042972322794 48.94072811510572));MULTILINESTRING ((516555.4125548446 5420894.805439092,516553.1870702084 5420892.063439832))
4931;Streckenachse;18,1 + 40,000;18,1 + 45,200;101810040;101810045,2;18,1;40;18,1;45,2;7;Backnang - Ludwigsburg;EÜ (Feldweg)  Stahlbeton;EÜ über andere Straße/Weg Fahrverkehr;Baden-Württemberg;Landkreis Ludwigsburg;MULTILINESTRING ((3515747.791872529 5421805.981020801,3515743.025739901 5421803.902003719));MULTILINESTRING ((9.213902224144254 48.93342175804337,9.213837095149787 48.93340318405665));MULTILINESTRING ((515666.4113887983 5420077.292399793,515661.64714514057 5420075.214251279))
4931;Streckenachse;19,3 + 93,266;19,3 + 97,129;101930093,266;101930097,129;19,3;93,266;19,3;97,129;4;Backnang - Ludwigsburg;E Bstg.zug.Freiberg/N;EÜ über Wege/Räume Reisende-Bstg.Zug.;Baden-Württemberg;Landkreis Ludwigsburg;MULTILINESTRING ((3514554.879412095 5421422.680585647,3514551.1887219804 5421421.541448618));MULTILINESTRING ((9.197607500619405 48.93000414899354,9.19755709232149 48.92999399210698));MULTILINESTRING ((514473.97279346065 5419694.1545632575,514470.2835697791 5419693.01591059))
4931;Streckenachse;19,8 + 33,194;19,8 + 47,201;101980033,194;101980047,201;19,8;33,194;19,8;47,201;17;Backnang - Ludwigsburg;EÜ (K1600)  Walzträger in Beton;EÜ über Landstraße II. Ordnung/Kreisstraße;Baden-Württemberg;Landkreis Ludwigsburg;MULTILINESTRING ((3514142.870345706 5421270.702910729,3514130.3678830387 5421264.391599846));MULTILINESTRING ((9.191979455601796 48.92864705400597,9.191808618100493 48.92859058617405));MULTILINESTRING ((514062.1272371735 5419542.2408784,514049.6297229053 5419535.932188729))
4931;Streckenachse;20,1 + 8,334;20,1 + 20,106;102010008,334;102010020,106;20,1;8,334;20,1;20,106;14;Backnang - Ludwigsburg;EÜ (Vogelsangstraße)  Walzträger in Beton;EÜ über andere Straße/Weg KFZ-Verkehr;Baden-Württemberg;Landkreis Ludwigsburg;MULTILINESTRING ((3513915.634481669 5421116.954365171,3513906.906560014 5421109.057102518));MULTILINESTRING ((9.188873169731101 48.927269656271406,9.188753795970293 48.927198838471185));MULTILINESTRING ((513834.9810054986 5419388.555580783,513826.25651091704 5419380.661543747))
4931;Streckenachse;20,9 + 83,529;20,9 + 88,534;102090083,529;102090088,534;20,9;83,529;20,9;88,534;8;Backnang - Ludwigsburg;EÜ (Feldweg)  Stahlbeton;EÜ über andere Straße/Weg Fahrverkehr;Baden-Württemberg;Landkreis Ludwigsburg;MULTILINESTRING ((3513695.572385994 5420338.202054179,3513697.1153507563 5420333.441521962));MULTILINESTRING ((9.185844076486934 48.92027192295214,9.18586497069044 48.92022908182696));MULTILINESTRING ((513615.0007726195 5418610.116324396,513616.54308323853 5418605.3576832395))
4931;Streckenachse;22,0 + 12,349;22,0 + 16,298;102200012,349;102200016,298;22;12,349;22;16,298;4;Backnang - Ludwigsburg;EÜ (Fußweg)  Rahmen;EÜ über Rad-/Fußweg;Baden-Württemberg;Landkreis Ludwigsburg;MULTILINESTRING ((3513503.273526184 5419399.663062982,3513500.9869054887 5419396.444080687));MULTILINESTRING ((9.183189340922832 48.91183667937433,9.183158040187694 48.91180778348897));MULTILINESTRING ((513422.77142645477 5417671.954050612,513420.4856946183 5417668.736373136))
4931;Streckenachse;22,2 + 69,653;22,2 + 73,146;102220069,653;102220073,146;22,2;69,653;22,2;73,146;4;Backnang - Ludwigsburg;E Bstg.zug.Favoritep.;EÜ über Wege/Räume Reisende-Bstg.Zug.;Baden-Württemberg;Landkreis Ludwigsburg;MULTILINESTRING ((3513352.8699033344 5419190.9406595975,3513350.81819821 5419188.114295891));MULTILINESTRING ((9.181130694231957 48.90996306576855,9.181102613302745 48.909937694750255));MULTILINESTRING ((513272.42629242496 5417463.31626967,513270.3753853311 5417460.491051975))
4931;Streckenachse;22,4 + 42,886;22,4 + 45,858;102240042,886;102240045,858;22,4;42,886;22,4;45,858;3;Backnang - Ludwigsburg;E Bstg.zug.Favoritep.;EÜ über Wege/Räume Reisende-Bstg.Zug.;Baden-Württemberg;Landkreis Ludwigsburg;MULTILINESTRING ((3513251.097698053 5419050.783026357,3513249.3512293077 5419048.378801436));MULTILINESTRING ((9.179737811328277 48.90870492483391,9.1797139093101 48.90868334290047));MULTILINESTRING ((513170.69367278257 5417323.215466652,513168.94788335764 5417320.812216587))
4931;Streckenachse;22,5 + 41,672;22,5 + 48,141;102250041,672;102250048,141;22,5;41,672;22,5;48,141;13;Backnang - Ludwigsburg;EÜ (Rosenäckerweg)  Stahlbeton;EÜ über andere Straße/Weg KFZ-Verkehr;Baden-Württemberg;Landkreis Ludwigsburg;MULTILINESTRING ((3513193.0470044273 5418970.869243369,3513189.245555466 5418965.636090267));MULTILINESTRING ((9.178943345668314 48.907987562475434,9.178891320888841 48.90794058581524));MULTILINESTRING ((513112.6655590315 5417243.334086761,513108.8655887144 5417238.103055576))
4931;Streckenachse;22,9 + 48,959;22,9 + 53,144;102290048,959;102290053,144;22,9;48,959;22,9;53,144;5;Backnang - Ludwigsburg;EÜ (Fußweg)  Rahmen;EÜ über Rad-/Fußweg;Baden-Württemberg;Landkreis Ludwigsburg;MULTILINESTRING ((3513028.544498384 5418606.185892657,3513028.434653728 5418605.090464102,3513028.452301285 5418602.007010723));MULTILINESTRING ((9.176687747957546 48.90471174573321,9.176686214877156 48.904701897795505,9.176686357764448 48.90467417061693));MULTILINESTRING ((512948.2259561344 5416878.797819263,512948.1161468051 5416877.7028295025,512948.1337631432 5416874.620608694))
4931;Streckenachse;22,9 + 60,780;22,9 + 77,110;102290060,78;102290077,11;22,9;60,78;22,9;77,11;20;Backnang - Ludwigsburg;EÜ (B27)  Stahl;EÜ über Bundesstraße;Baden-Württemberg;Landkreis Ludwigsburg;MULTILINESTRING ((3513028.495997986 5418594.372144474,3513028.589445749 5418578.044569067));MULTILINESTRING ((9.176686711563795 48.904605516002846,9.176687468180486 48.90445869438571));MULTILINESTRING ((512948.17738254287 5416866.988794392,512948.27066499414 5416850.667745734))
4940;Streckenachse;1,3 + 3,494;1,3 + 5,495;100130003,494;100130005,495;1,3;3,494;1,3;5,495;4;Goldshöfe - Crailsheim;EÜ (Bach)  Gewölbe;EÜ über anderen Wasserlauf;Baden-Württemberg;Landkreis Ostalbkreis;MULTILINESTRING ((3583399.2842545593 5419197.155378943,3583400.35445956 5419198.846010271));MULTILINESTRING ((10.136583593940582 48.9045593663499,10.136598533916635 48.90457442190738));MULTILINESTRING ((583290.8335147096 5417468.972922943,583291.9033052828 5417470.662869529))
4940;Streckenachse;1,7 + 19,181;1,7 + 24,863;100170019,181;100170024,863;1,7;19,181;1,7;24,863;9;Goldshöfe - Crailsheim;EÜ (Straße)  Walzträger in Beton;EÜ über andere Straße/Weg Fahrverkehr;Baden-Württemberg;Landkreis Ostalbkreis;MULTILINESTRING ((3583620.6420981116 5419548.955833004,3583623.4923899975 5419553.870861932));MULTILINESTRING ((10.139674356403894 48.90769238694094,10.139714235595958 48.907736190641366));MULTILINESTRING ((583512.1056566795 5417820.630900685,583514.9548481321 5417825.543941011))
4940;Streckenachse;2,0 + 67,144;2,0 + 70,360;100200067,144;100200070,36;2;67,144;2;70,36;6;Goldshöfe - Crailsheim;EÜ (Feldweg und Bach)  Gewölbe;EÜ über anderen Wasserlauf;Baden-Württemberg;Landkreis Ostalbkreis;MULTILINESTRING ((3583750.2174523305 5419870.364582024,3583750.929269251 5419873.500641208));MULTILINESTRING ((10.141507422217204 48.910564488414146,10.141517773451278 48.91059258661758));MULTILINESTRING ((583641.6317713931 5418141.9100648835,583642.3433288209 5418145.0448641125))
4940;Streckenachse;3,2 + 15,350;3,2 + 21,083;100320015,35;100320021,083;3,2;15,35;3,2;21,083;7;Goldshöfe - Crailsheim;EÜ (Feldweg)  Walzträger in Beton;EÜ über andere Straße/Weg Fahrverkehr;Baden-Württemberg;Landkreis Ostalbkreis;MULTILINESTRING ((3583689.706319367 5421011.268315002,3583689.0606509848 5421016.96453202));MULTILINESTRING ((10.140915737952437 48.92082979443883,10.1409080965205 48.92088109260224));MULTILINESTRING ((583581.1539982669 5419282.3579907855,583580.5086338394 5419288.051934852))
4940;Streckenachse;4,8 + 13,492;4,8 + 19,044;100480013,492;100480019,044;4,8;13,492;4,8;19,044;8;Goldshöfe - Crailsheim;EÜ (Gemeindestraße)  Stahlbeton;EÜ über andere Straße/Weg KFZ-Verkehr;Baden-Württemberg;Landkreis Ostalbkreis;MULTILINESTRING ((3582912.530311805 5422297.231083148,3582911.1567201717 5422302.609255165));MULTILINESTRING ((10.130574438706104 48.93249550752423,10.130556787729393 48.93254404303937));MULTILINESTRING ((582804.2991202088 5420567.8126975065,582802.9261210818 5420573.188729647))
4940;Streckenachse;5,1 + 23,018;5,1 + 28,512;100510023,018;100510028,512;5,1;23,018;5,1;28,512;8;Goldshöfe - Crailsheim;EÜ (Feldweg)  Walzträger in Beton;EÜ über andere Straße/Weg Fahrverkehr;Baden-Württemberg;Landkreis Ostalbkreis;MULTILINESTRING ((3582835.7993618916 5422597.026651306,3582834.4072549017 5422602.340137266));MULTILINESTRING ((10.129588247284337 48.935201041298214,10.129570328652253 48.935248997578135));MULTILINESTRING ((582727.6012635402 5420867.48898391,582726.2097559433 5420872.800356018))
4940;Streckenachse;5,7 + 9,986;5,7 + 18,554;100570009,986;100570018,554;5,7;9,986;5,7;18,554;12;Goldshöfe - Crailsheim;EÜ (Gemeindestraße)  Walzträger in Beton;EÜ über andere Straße/Weg KFZ-Verkehr;Baden-Württemberg;Landkreis Ostalbkreis;MULTILINESTRING ((3582725.4545665705 5423169.065793473,3582721.679693288 5423176.755363148));MULTILINESTRING ((10.128198410866833 48.940358624079565,10.12814845191218 48.94042826012727));MULTILINESTRING ((582617.305190805 5421439.300236125,582613.5318888898 5421446.986760827))
4940;Streckenachse;6,5 + 32,352;6,5 + 37,545;100650032,352;100650037,545;6,5;32,352;6,5;37,545;8;Goldshöfe - Crailsheim;EÜ (Feldweg und Bach)  Stahlbeton;EÜ über andere Straße/Weg Fahrverkehr;Baden-Württemberg;Landkreis Ostalbkreis;MULTILINESTRING ((3582334.5034722327 5423891.222808283,3582331.2693947433 5423895.2843880085));MULTILINESTRING ((10.12300861565576 48.94690316377472,10.122965292390134 48.946940108749914));MULTILINESTRING ((582226.5162411615 5422161.171579967,582223.2834896212 5422165.231561336))
4940;Streckenachse;7,1 + 11,897;7,1 + 13,441;100710011,897;100710013,441;7,1;11,897;7,1;13,441;3;Goldshöfe - Crailsheim;EÜ (Bach)  Walzträger in Beton;EÜ über anderen Wasserlauf;Baden-Württemberg;Landkreis Ostalbkreis;MULTILINESTRING ((3581962.3858848526 5424333.585009461,3581961.699973479 5424334.967919259));MULTILINESTRING ((10.118018342553485 48.95092951977806,10.118009257461855 48.95094204343345));MULTILINESTRING ((581854.5510184221 5422603.359858114,581853.8653924557 5422604.742220362))
4940;Streckenachse;7,3 + 30,332;7,3 + 78,803;100730030,332;100730078,803;7,3;30,332;7,3;78,803;50;Goldshöfe - Crailsheim;EÜ (Jagst)  Stahl;EÜ über anderen Wasserlauf;Baden-Württemberg;Landkreis Ostalbkreis;MULTILINESTRING ((3581898.3425555974 5424541.024749015,3581895.8106839173 5424560.6826376235,3581894.6299320827 5424589.29861728));MULTILINESTRING ((10.117185778304027 48.9528029539166,10.117155163395507 48.952980020583546,10.11714479138808 48.95323744518405));MULTILINESTRING ((581790.5349667253 5422810.717151835,581788.0042654754 5422830.367199113,581786.8242157283 5422858.971744027))
4940;Streckenachse;8,3 + 6,422;8,3 + 10,423;100830006,422;100830010,423;8,3;6,422;8,3;10,423;5;Goldshöfe - Crailsheim;EÜ (Fußweg)  Rahmen;EÜ über Rad-/Fußweg;Baden-Württemberg;Landkreis Ostalbkreis;MULTILINESTRING ((3582497.8666632073 5425199.420670041,3582501.4466706207 5425201.205238528));MULTILINESTRING ((10.12550304277962 48.95864258737694,10.125552279985296 48.95865815424173));MULTILINESTRING ((582389.8246147671 5423468.8449472,582393.4032048761 5423470.628773224))
4940;Streckenachse;8,8 + 81,073;8,8 + 87,031;100880081,073;100880087,031;8,8;81,073;8,8;87,031;5;Goldshöfe - Crailsheim;EÜ (Fußweg)  Rahmen;EÜ über Rad-/Fußweg;Baden-Württemberg;Landkreis Ostalbkreis;MULTILINESTRING ((3582808.4893947407 5425641.243282597,3582808.4187751976 5425647.309897628));MULTILINESTRING ((10.129833567660311 48.962573250992236,10.129833835944053 48.96262780126836));MULTILINESTRING ((582700.326679572 5423910.488367714,582700.2561370396 5423916.552557128))
4940;Streckenachse;9,9 + 42,481;9,9 + 45,810;100990042,481;100990045,81;9,9;42,481;9,9;45,81;3;Goldshöfe - Crailsheim;EÜ (Fußweg)  Rahmen;EÜ über Rad-/Fußweg;Baden-Württemberg;Landkreis Ostalbkreis;MULTILINESTRING ((3582684.951728047 5426694.582652507,3582683.726549938 5426697.677541567));MULTILINESTRING ((10.128360570792907 48.97205962216119,10.128344467708347 48.9720876098744));MULTILINESTRING ((582576.8468844739 5424963.4074770985,582575.6222211977 5424966.501138301))
4940;Streckenachse;10,0 + 37,038;10,0 + 39,040;101000037,038;101000039,04;10;37,038;10;39,04;4;Goldshöfe - Crailsheim;EÜ (Fußweg)  Stahlbeton;EÜ über Rad-/Fußweg;Baden-Württemberg;Landkreis Ostalbkreis;MULTILINESTRING ((3582643.3432064545 5426779.401378106,3582642.383364182 5426781.157988261));MULTILINESTRING ((10.127809565006908 48.972827726959835,10.127796813405809 48.97284364761616));MULTILINESTRING ((582535.2556840573 5425048.19261652,582534.296239748 5425049.9485318875))
4940;Streckenachse;11,1 + 95,969;11,2 + 7,231;101110095,969;101120007,231;11,1;95,969;11,2;7,231;6;Goldshöfe - Crailsheim;EÜ (Kellerhausstraße)  Stahlbeton;EÜ über Landstraße II. Ordnung/Kreisstraße;Baden-Württemberg;Landkreis Ostalbkreis;MULTILINESTRING ((3582532.0612086705 5427801.304482861,3582534.5065231845 5427804.474558936,3582538.548171887 5427810.501854848));MULTILINESTRING ((10.12649694263287 48.98202980442373,10.126530985498155 48.98205797814148,10.126587411777548 48.982111626143045));MULTILINESTRING ((582424.026406014 5426069.687938017,582426.4707681601 5426072.856726658,582430.5108491136 5426078.881579646))
4940;Streckenachse;11,3 + 92,567;11,3 + 95,872;101130092,567;101130095,872;11,3;92,567;11,3;95,872;4;Goldshöfe - Crailsheim;EÜ (Kressbach)  Gewölbe;EÜ über anderen Wasserlauf;Baden-Württemberg;Landkreis Ostalbkreis;MULTILINESTRING ((3582616.996977648 5427977.025652793,3582617.8954520547 5427980.20574214));MULTILINESTRING ((10.127692727044195 48.98359825330567,10.127705644912277 48.98362672325986));MULTILINESTRING ((582508.9296231917 5426245.33815091,582509.8277638848 5426248.516961259))
4940;Streckenachse;14,1 + 21,463;14,1 + 25,032;101410021,463;101410025,032;14,1;21,463;14,1;25,032;5;Goldshöfe - Crailsheim;EÜ (Feldweg)  Walzträger in Beton;EÜ über andere Straße/Weg Fahrverkehr;Baden-Württemberg;Landkreis Ostalbkreis;MULTILINESTRING ((3581780.8493265472 5430162.3409083905,3581777.8469121847 5430164.269639387));MULTILINESTRING ((10.116710694930882 49.00335602939896,10.116670055464128 49.003373766440056));MULTILINESTRING ((581673.1339210548 5428429.786197394,581670.1327228353 5428431.714181233))
4940;Streckenachse;14,9 + 48,435;14,9 + 54,415;101490048,435;101490054,415;14,9;48,435;14,9;54,415;9;Goldshöfe - Crailsheim;EÜ (Bach)  Walzträger in Beton;EÜ über anderen Wasserlauf;Baden-Württemberg;Landkreis Ostalbkreis;MULTILINESTRING ((3581147.735794525 5430672.676292525,3581143.901223269 5430677.264025622));MULTILINESTRING ((10.108161164423246 49.00802753557218,10.10810967639959 49.00806928413313));MULTILINESTRING ((581040.27766771 5428939.922588705,581036.4446667484 5428944.508517991))
4940;Streckenachse;15,4 + 68,630;15,5 + 16,684;101540068,63;101550016,684;15,4;68,63;15,5;16,684;53;Goldshöfe - Crailsheim;EÜ (Jagst)  Behelfsbrücke;EÜ über anderen Wasserlauf;Baden-Württemberg;Landkreis Ostalbkreis;MULTILINESTRING ((3580915.2743019685 5431123.735075719,3580911.882109109 5431153.04048142,3580910.7136256373 5431171.55038165));MULTILINESTRING ((10.105074094878571 49.01211317219216,10.105033565955598 49.012377081110415,10.105021280132956 49.01254364389974));MULTILINESTRING ((580807.9127618836 5429390.802861564,580804.522161321 5429420.096575204,580803.3542940556 5429438.599082651))
4940;Streckenachse;16,1 + 46,440;16,1 + 54,867;101610046,44;101610054,867;16,1;46,44;16,1;54,867;10;Goldshöfe - Crailsheim;EÜ (Bach und Feldweg)  Stahlbetonhalbrahmen;EÜ über anderen Wasserlauf;Baden-Württemberg;Landkreis Ostalbkreis;MULTILINESTRING ((3580720.670143292 5431754.009865913,3580715.3272034195 5431760.525164504));MULTILINESTRING ((10.102539566817024 49.01780499055223,10.102467829342107 49.01786426307906));MULTILINESTRING ((580613.3914936669 5430020.827168787,580608.0507427582 5430027.339904893))
4940;Streckenachse;17,2 + 15,018;17,2 + 20,506;101720015,018;101720020,506;17,2;15,018;17,2;20,506;8;Goldshöfe - Crailsheim;EÜ (Feldweg)  Walzträger in Beton;EÜ über andere Straße/Weg Fahrverkehr;Baden-Württemberg;Landkreis Ostalbkreis;MULTILINESTRING ((3580340.694958783 5432702.5485259155,3580341.2234051814 5432708.010317441));MULTILINESTRING ((10.097533322669992 49.026382178313995,10.097541627421453 49.02643121280258));MULTILINESTRING ((580233.5758869834 5430968.98956583,580234.1041660327 5430974.449168938))
4940;Streckenachse;17,6 + 9,885;17,6 + 21,645;101760009,885;101760021,645;17,6;9,885;17,6;21,645;15;Goldshöfe - Crailsheim;EÜ (B290)  Stahl;EÜ über Bundesstraße;Baden-Württemberg;Landkreis Ostalbkreis;MULTILINESTRING ((3580404.4331004247 5433090.960933987,3580407.357742881 5433102.349902756));MULTILINESTRING ((10.098481587987036 49.02986583263768,10.098523828924264 49.0299678422181));MULTILINESTRING ((580297.2916679976 5431357.246135437,580300.2152326498 5431368.630526241))
4940;Streckenachse;17,6 + 42,641;17,6 + 45,667;101760042,641;101760045,667;17,6;42,641;17,6;45,667;4;Goldshöfe - Crailsheim;EÜ Fussgängerweg  Stahlbeton;EÜ über Rad-/Fußweg;Baden-Württemberg;Landkreis Ostalbkreis;MULTILINESTRING ((3580412.5793239195 5433122.683473181,3580413.331872225 5433125.614002048));MULTILINESTRING ((10.098599245239635 49.03014996744041,10.098610114488169 49.030176215812546));MULTILINESTRING ((580305.434889406 5431388.9559232835,580306.1871603788 5431391.88527418))
4940;Streckenachse;19,6 + 60,357;19,6 + 65,381;101960060,357;101960065,381;19,6;60,357;19,6;65,381;9;Goldshöfe - Crailsheim;EÜ (Bach)  Walzträger in Beton;EÜ über anderen Wasserlauf;Baden-Württemberg;Landkreis Ostalbkreis;MULTILINESTRING ((3579412.0188103123 5434784.630980271,3579411.0189504875 5434789.553823466));MULTILINESTRING ((10.085244449449883 49.04522087695229,10.085231738367321 49.04526526349457));MULTILINESTRING ((579305.2878513419 5433050.246882072,579304.2884309663 5433055.167764717))
4940;Streckenachse;20,4 + 53,497;20,4 + 55,497;102040053,497;102040055,497;20,4;53,497;20,4;55,497;3;Goldshöfe - Crailsheim;EÜ (Graben)  Walzträger in Beton;EÜ über Graben/Flutöffn. zeitw. Wasser;Baden-Württemberg;Landkreis Schwäbisch Hall;MULTILINESTRING ((3579356.0759057244 5435574.69720306,3579356.012069419 5435576.695927502));MULTILINESTRING ((10.084633889565087 49.052331014709424,10.084633407417915 49.052348992067856));MULTILINESTRING ((579249.3736785104 5433839.997616006,579249.3098838278 5433841.995541697))
4940;Streckenachse;21,6 + 79,115;21,6 + 83,541;102160079,115;102160083,541;21,6;79,115;21,6;83,541;7;Goldshöfe - Crailsheim;EÜ (Bach)  Walzträger in Beton;EÜ über anderen Wasserlauf;Baden-Württemberg;Landkreis Schwäbisch Hall;MULTILINESTRING ((3579015.2673343276 5436745.791230578,3579013.7825769936 5436749.960157214));MULTILINESTRING ((10.080200380029565 49.06290324155392,10.080180879222699 49.06294091161825));MULTILINESTRING ((578908.7108163481 5435010.626083608,578907.2266862928 5435014.793355112))
4940;Streckenachse;22,5 + 97,353;22,5 + 99,102;102250097,353;102250099,102;22,5;97,353;22,5;99,102;3;Goldshöfe - Crailsheim;EÜ (Bach)  Walzträger in Beton;EÜ über anderen Wasserlauf;Baden-Württemberg;Landkreis Schwäbisch Hall;MULTILINESTRING ((3578707.2696916843 5437610.708744637,3578706.6829742934 5437612.356160624));MULTILINESTRING ((10.076154537562756 49.07071848495178,10.076146829236178 49.07073337058571));MULTILINESTRING ((578600.8432972375 5435875.200212896,578600.2568277225 5435876.846974838))
4940;Streckenachse;23,4 + 81,380;23,4 + 83,099;102340081,38;102340083,099;23,4;81,38;23,4;83,099;2;Goldshöfe - Crailsheim;EÜ (Bach)  Walzträger in Beton;EÜ über anderen Wasserlauf;Baden-Württemberg;Landkreis Schwäbisch Hall;MULTILINESTRING ((3578410.704604104 5438443.386663309,3578410.1276416285 5438445.005711703));MULTILINESTRING ((10.072257662259682 49.07824228646075,10.072250079643823 49.078256915555706));MULTILINESTRING ((578304.4035021502 5436707.547549653,578303.826783422 5436709.1659552725))
