Streckennummer;Richtung;km_von_l;km_bis_l;km_von_i;km_bis_i;km_von_km;km_von_m;km_bis_km;km_bis_m;Streckenkurzname;Bezeichnung;Straßenart;Technische Sicherung;Bundesland;Kreis;GK Rechtswert (EPSG 31467);GK Hochwert (EPSG 31467);Geographische Länge (EPSG 4326);Geographische Breite (EPSG 4326);UTM Rechtswert (EPSG 25832);UTM Hochwert (EPSG 25832);WKT GK (EPSG 31467);WKT WGS84 (EPSG 4326);WKT UTM 32N (EPSG 25832)
2980;Streckenachse;36,1 + 39,629;36,1 + 49,195;103610039,629;103610049,195;36,1;39,629;36,1;49,195;Herford - Himmighausen;Wilberger Str.;Kreisstraßen einschließlich der Ortsdurchfahrten;mechanische Vollschranke, keine Anrufschranke;Nordrhein-Westfalen;Kreis Lippe;3496814,743;5750434,846;8,9526837515;51,8879340888;496743,609;5748575,1;POINT (3496814.7426636755 5750434.845584265);POINT (8.952672159243903 51.8879310544353);POINT (496743.60888678447 5748575.10009078)
2980;Streckenachse;37,0 + 45,292;37,0 + 61,348;103700045,292;103700061,348;37;45,292;37;61,348;Herford - Himmighausen;Bahnhofstr.;Bundesstraßen einschließlich der Ortsdurchfahrten;elektrische Vollschranke, keine Anrufschranke;Nordrhein-Westfalen;Kreis Lippe;3497012,355;5749548,295;8,9555617213;51,8799672781;496941,135;5747688,902;POINT (3497012.355454329 5749548.295262393);POINT (8.955550067971496 51.87996420181971);POINT (496941.1353581161 5747688.901569079)
2980;Streckenachse;37,8 + 64,482;37,8 + 64,482;103780064,482;103780064,482;37,8;64,482;37,8;64,482;Herford - Himmighausen;Steinheimer Str.;Landesstraßen einschließlich der Ortsdurchfahrten;Lichtzeichenanlage mit Halbschranke;Nordrhein-Westfalen;Kreis Lippe;3496995,913;5748745,256;8,9553300026;51,8727498235;496924,693;5746886,183;POINT (3496995.9132557698 5748745.255871405);POINT (8.955318282933874 51.87274672057418);POINT (496924.69289354276 5746886.182502538)
2980;Streckenachse;38,7 + 38,065;38,7 + 38,065;103870038,065;103870038,065;38,7;38,065;38,7;38,065;Herford - Himmighausen;Mühlenweg;andere Straßen und Wege mit allgemeinem Kraftfahrzeugverkehr;Lichtzeichenanlage mit Halbschranke;Nordrhein-Westfalen;Kreis Lippe;3497526,453;5748076,686;8,9630380578;51,8667436378;497455,015;5746217,875;POINT (3497526.4527197555 5748076.686262594);POINT (8.963026316822248 51.86674048157371);POINT (497455.0151520772 5746217.874958981)
2980;Richtungsgleis;40,5 + 3,778;40,5 + 9,313;104050003,778;104050009,313;40,5;3,778;40,5;9,313;Herford - Himmighausen;Rothensieker Weg;andere Straßen und Wege mit allgemeinem Kraftfahrzeugverkehr;Blinklicht-Anlage mit Halbschranke;Nordrhein-Westfalen;Kreis Lippe;3497846,134;5746435,917;8,9676894341;51,8519984223;497774,555;5744577,757;POINT (3497846.133519887 5746435.917112229);POINT (8.967677583710499 51.851995191627054);POINT (497774.5545583748 5744577.75730815)
2980;Streckenachse;41,1 + 75,308;41,1 + 79,395;104110075,308;104110079,395;41,1;75,308;41,1;79,395;Herford - Himmighausen;Nelkenweg;andere Straßen und Wege mit allgemeinem Kraftfahrzeugverkehr;mechanische Vollschranke, keine Anrufschranke;Nordrhein-Westfalen;Kreis Lippe;3498026,897;5745802,217;8,9703165053;51,8463036501;497955,241;5743944,308;POINT (3498026.89694353 5745802.216559488);POINT (8.970304617354353 51.84630038741225);POINT (497955.2405285995 5743944.3078951845)
2980;Streckenachse;42,0 + 15,143;42,0 + 18,246;104200015,143;104200018,246;42;15,143;42;18,246;Herford - Himmighausen;Nelkenweg;andere Straßen und Wege mit allgemeinem Kraftfahrzeugverkehr;mechanische Vollschranke, keine Anrufschranke;Nordrhein-Westfalen;Kreis Lippe;3498280,281;5745002,811;8,9739974176;51,8391197537;498208,517;5743145,219;POINT (3498280.28075613 5745002.8111548945);POINT (8.973985485131871 51.83911644923459);POINT (498208.51652598334 5743145.219087615)
2980;Richtungsgleis;44,2 + 51,339;44,2 + 69,085;104420051,339;104420069,085;44,2;51,339;44,2;69,085;Herford - Himmighausen;Teutoburger-Wald-Str.;Kreisstraßen einschließlich der Ortsdurchfahrten;Blinklicht-Anlage mit Halbschranke;Nordrhein-Westfalen;Kreis Höxter;3498740,125;5742868,53;8,9806771436;51,8199388623;498668,16;5741011,785;POINT (3498740.125466098 5742868.529753416);POINT (8.980665081283563 51.819935458921336);POINT (498668.1597688212 5741011.784801404)
2981;Streckenachse;6,3 + 29,052;6,3 + 34,413;100630029,052;100630034,413;6,3;29,052;6,3;34,413;Herford - Kirchlengern;Km 6,333;sonstige Straßen und Wege mit Fahrverkehr;Blinklicht-Anlage;Nordrhein-Westfalen;Kreis Herford;3476963,797;5782428,281;8,6622063473;52,1749969807;476900,848;5780555,951;POINT (3476963.7973551317 5782428.281093721);POINT (8.662197120537142 52.17499533509867);POINT (476900.84821167274 5780555.950576458)
2981;Streckenachse;6,8 + 90,685;6,8 + 96,018;100680090,685;100680096,018;6,8;90,685;6,8;96,018;Herford - Kirchlengern;Km 6,893;sonstige Straßen und Wege mit Fahrverkehr;alle elektronischen Anrufschranken;Nordrhein-Westfalen;Kreis Herford;3476911,272;5782981,4;8,6614008796;52,1799656323;476848,348;5781108,849;POINT (3476911.271874475 5782981.399831118);POINT (8.661391707372843 52.179963993072285);POINT (476848.3483608821 5781108.8493125085)
2981;Streckenachse;8,0 + 0,846;8,0 + 9,770;100800000,846;100800009,77;8;0,846;8;9,77;Herford - Kirchlengern;km 8,003;sonstige Straßen und Wege mit Fahrverkehr;alle elektronischen Anrufschranken;Nordrhein-Westfalen;Kreis Herford;3476866,384;5784087,947;8,660669109;52,1899082191;476803,488;5782214,956;POINT (3476866.384154229 5784087.947197462);POINT (8.66066004774961 52.18990658947561);POINT (476803.48792731937 5782214.956045337)
2981;Streckenachse;8,7 + 77,110;8,7 + 82,451;100870077,11;100870082,451;8,7;77,11;8,7;82,451;Herford - Kirchlengern;Km 8,785;sonstige Straßen und Wege mit Fahrverkehr;alle elektronischen Anrufschranken;Nordrhein-Westfalen;Kreis Herford;3476430,909;5784688,465;8,654259622;52,195286571;476368,192;5782815,238;POINT (3476430.9091183087 5784688.46489107);POINT (8.654250610704542 52.19528496754186);POINT (476368.1915412801 5782815.238103367)
2982;Streckenachse;0,6 + 82,381;0,6 + 96,906;100060082,381;100060096,906;0,6;82,381;0,6;96,906;Bünde - Bassum;Km 95,892;andere Straßen und Wege mit allgemeinem Kraftfahrzeugverkehr;Lichtzeichenanlage mit Halbschranke;Nordrhein-Westfalen;Kreis Herford;3470313,838;5785196,931;8,5647586527;52,1995605176;470253,562;5783323,553;POINT (3470313.837783348 5785196.930947772);POINT (8.564749540291738 52.19955922313308);POINT (470253.56229677954 5783323.5534064025)
2982;Streckenachse;0,9 + 18,176;0,9 + 30,600;100090018,176;100090030,6;0,9;18,176;0,9;30,6;Bünde - Bassum;km 96,126;andere Straßen und Wege mit allgemeinem Kraftfahrzeugverkehr;Lichtzeichenanlage mit Halbschranke;Nordrhein-Westfalen;Kreis Herford;3470097,95;5785104,875;8,5616093385;52,1987215599;470037,76;5783231,536;POINT (3470097.950487246 5785104.875295736);POINT (8.561600211503015 52.1987202752751);POINT (470037.7602547768 5783231.536270291)
2982;Streckenachse;1,2 + 68,254;1,2 + 85,894;100120068,254;100120085,894;1,2;68,254;1,2;85,894;Bünde - Bassum;Km 1,278;andere Straßen und Wege mit allgemeinem Kraftfahrzeugverkehr;Blinklicht-Anlage mit Halbschranke;Nordrhein-Westfalen;Kreis Herford;3469753,235;5785036,645;8,5565739246;52,1980895775;469693,182;5783163,336;POINT (3469753.235227428 5785036.645039292);POINT (8.55656478160424 52.19808830932881);POINT (469693.1817905295 5783163.3361255685)
2982;Streckenachse;1,8 + 54,371;1,8 + 58,102;100180054,371;100180058,102;1,8;54,371;1,8;58,102;Bünde - Bassum;Km 1,856;andere Straßen und Wege mit allgemeinem Kraftfahrzeugverkehr;Blinklicht-Anlage;Nordrhein-Westfalen;Kreis Herford;3469181,967;5785118,594;8,5482117138;52,1987943868;469122,142;5783245,257;POINT (3469181.966638606 5785118.593760043);POINT (8.548202565244985 52.198793147096225);POINT (469122.14155309444 5783245.257025246)
2982;Streckenachse;2,4 + 86,688;2,5 + 1,284;100240086,688;100250001,284;2,4;86,688;2,5;1,284;Bünde - Bassum;Km 2,497;andere Straßen und Wege mit allgemeinem Kraftfahrzeugverkehr;Lichtzeichenanlage mit Halbschranke;Nordrhein-Westfalen;Kreis Herford;3468583,554;5785320,421;8,5394411246;52,2005743802;468523,969;5783447,009;POINT (3468583.553666626 5785320.421253496);POINT (8.539431981812866 52.20057317120148);POINT (468523.96876368264 5783447.009151488)
2982;Streckenachse;2,9 + 59,724;2,9 + 63,898;100290059,724;100290063,898;2,9;59,724;2,9;63,898;Bünde - Bassum;Km 2,962;andere Straßen und Wege mit allgemeinem Kraftfahrzeugverkehr;Blinklicht-Anlage;Nordrhein-Westfalen;Kreis Herford;3468320,422;5785698,286;8,5355572834;52,2039550981;468260,945;5783824,725;POINT (3468320.4217784815 5785698.285637558);POINT (8.535548173134515 52.20395390478234);POINT (468260.9449347062 5783824.725174395)
2982;Streckenachse;5,1 + 81,815;5,1 + 90,224;100510081,815;100510090,224;5,1;81,815;5,1;90,224;Bünde - Bassum;Km 5,187;andere Straßen und Wege mit allgemeinem Kraftfahrzeugverkehr;Blinklicht-Anlage;Nordrhein-Westfalen;Kreis Herford;3467782,202;5787841,46;8,5274807965;52,2231840468;467722,958;5785967,05;POINT (3467782.2017375454 5787841.459588075);POINT (8.527471896809997 52.22318289615498);POINT (467722.957521857 5785967.049582976)
2982;Streckenachse;7,3 + 78,725;7,3 + 83,024;100730078,725;100730083,024;7,3;78,725;7,3;83,024;Bünde - Bassum;km 7,380;andere Straßen und Wege mit allgemeinem Kraftfahrzeugverkehr;Lichtzeichenanlage;Nordrhein-Westfalen;Kreis Herford;3467112,975;5789814,727;8,5174959574;52,2408776571;467054,014;5787939,537;POINT (3467112.974933681 5789814.72749124);POINT (8.517487252145994 52.24087655358384);POINT (467054.01411199744 5787939.536783083)
2982;Streckenachse;10,7 + 99,766;10,8 + 9,397;101070099,766;101080009,397;10,7;99,766;10,8;9,397;Bünde - Bassum;km 10,802;andere Straßen und Wege mit allgemeinem Kraftfahrzeugverkehr;Blinklicht-Anlage mit Halbschranke;Nordrhein-Westfalen;Kreis Minden-Lübbecke;3467401,567;5792794,561;8,5214328912;52,2676736127;467342,517;5790918,18;POINT (3467401.5671337894 5792794.560702287);POINT (8.521424504206387 52.267672518437756);POINT (467342.5165603814 5790918.18007836)
2982;Streckenachse;11,8 + 40,867;11,8 + 51,625;101180040,867;101180051,625;11,8;40,867;11,8;51,625;Bünde - Bassum;km 11,855;sonstige Straßen und Wege mit Fahrverkehr;Blinklicht-Anlage mit Halbschranke;Nordrhein-Westfalen;Kreis Minden-Lübbecke;3468087,505;5793562,562;8,531407675;52,2746156193;468028,188;5791685,869;POINT (3468087.50538359 5793562.561843902);POINT (8.531399376326391 52.27461449882439);POINT (468028.18798973557 5791685.869358489)
2982;Streckenachse;13,4 + 64,237;13,4 + 78,066;101340064,237;101340078,066;13,4;64,237;13,4;78,066;Bünde - Bassum;km 13,468;andere Straßen und Wege mit allgemeinem Kraftfahrzeugverkehr;Lichtzeichenanlage mit Halbschranke;Nordrhein-Westfalen;Kreis Minden-Lübbecke;3468645,467;5794955,683;8,5394522464;52,2871672268;468585,939;5793078,43;POINT (3468645.466717091 5794955.68267059);POINT (8.53944409744693 52.287166091116795);POINT (468585.93880664697 5793078.430302176)
2982;Streckenachse;13,9 + 8,000;13,9 + 8,000;101390008;101390008;13,9;8;13,9;8;Bünde - Bassum;Bahnhofsstraße;andere Straßen und Wege mit allgemeinem Kraftfahrzeugverkehr;Sonstige;Nordrhein-Westfalen;Kreis Minden-Lübbecke;3469038,332;5795145,343;8,5451919544;52,2888939158;468978,65;5793268,011;POINT (3469038.332360198 5795145.342720468);POINT (8.54518382825104 52.28889276320038);POINT (468978.6495124396 5793268.011440098)
2982;Streckenachse;14,5 + 5,199;14,5 + 11,804;101450005,199;101450011,804;14,5;5,199;14,5;11,804;Bünde - Bassum;km 14,507;andere Straßen und Wege mit allgemeinem Kraftfahrzeugverkehr;mechanische Vollschranke, keine Anrufschranke;Nordrhein-Westfalen;Kreis Minden-Lübbecke;3469559,603;5795440,253;8,552804426;52,291573308;469499,715;5793562,8;POINT (3469559.603314252 5795440.253399883);POINT (8.552796334077973 52.291572133271856);POINT (469499.71525678824 5793562.800175237)
2982;Streckenachse;15,8 + 53,501;15,8 + 71,503;101580053,501;101580071,503;15,8;53,501;15,8;71,503;Bünde - Bassum;km 15,862;Kreisstraßen einschließlich der Ortsdurchfahrten;Blinklicht-Anlage mit Halbschranke;Nordrhein-Westfalen;Kreis Minden-Lübbecke;3470755,933;5796075,261;8,5702823478;52,2973449087;470695,574;5794197,545;POINT (3470755.932913519 5796075.261173106);POINT (8.570274328204599 52.297343682771896);POINT (470695.57354237506 5794197.544743165)
2982;Streckenachse;16,2 + 74,420;16,2 + 78,772;101620074,42;101620078,772;16,2;74,42;16,2;78,772;Bünde - Bassum;km 16,276;andere Straßen und Wege mit allgemeinem Kraftfahrzeugverkehr;NichtTechnischGesichert mit Übersicht und Pfeifen;Nordrhein-Westfalen;Kreis Minden-Lübbecke;3471155,399;5796182,098;8,5761284163;52,2983261453;471094,881;5794304,336;POINT (3471155.3985304195 5796182.098230674);POINT (8.576120409865629 52.298324901377455);POINT (471094.8808901507 5794304.335833051)
2982;Streckenachse;17,4 + 33,462;17,4 + 33,462;101740033,462;101740033,462;17,4;33,462;17,4;33,462;Bünde - Bassum;Osnabrückner Str.;Bundesstraßen einschließlich der Ortsdurchfahrten;Lichtzeichenanlage mit Halbschranke;Nordrhein-Westfalen;Kreis Minden-Lübbecke;3472183,412;5796638,572;8,5911593079;52,3024813679;472122,489;5794760,619;POINT (3472183.412443488 5796638.571913701);POINT (8.591151341833113 52.30248008338538);POINT (472122.4890453036 5794760.618877239)
2982;Streckenachse;17,7 + 97,543;17,7 + 99,960;101770097,543;101770099,96;17,7;97,543;17,7;99,96;Bünde - Bassum;Westerbachstr.;Kreisstraßen einschließlich der Ortsdurchfahrten;Lichtzeichenanlage mit Halbschranke;Nordrhein-Westfalen;Kreis Minden-Lübbecke;3472486,413;5796835,264;8,5955850247;52,3042642459;472425,371;5794957,23;POINT (3472486.4129690556 5796835.264018216);POINT (8.595577074790246 52.304262950600084);POINT (472425.3705051235 5794957.230025148)
2982;Streckenachse;18,8 + 48,231;18,8 + 77,978;101880048,231;101880077,978;18,8;48,231;18,8;77,978;Bünde - Bassum;Alsweder Str.;Landesstraßen einschließlich der Ortsdurchfahrten;Blinklicht-Anlage mit Halbschranke;Nordrhein-Westfalen;Kreis Minden-Lübbecke;3473487,078;5797191,137;8,6102267072;52,3075116105;473425,639;5795312,953;POINT (3473487.0775289 5797191.137350653);POINT (8.61021878897958 52.30751027370205);POINT (473425.63935178507 5795312.953033458)
2982;Streckenachse;20,3 + 80,505;20,3 + 84,001;102030080,505;102030084,001;20,3;80,505;20,3;84,001;Bünde - Bassum;km 20,382;andere Straßen und Wege mit allgemeinem Kraftfahrzeugverkehr;NichtTechnischGesichert mit Übersicht und Pfeifen;Nordrhein-Westfalen;Kreis Minden-Lübbecke;3473539,438;5798636,88;8,6108806237;52,3205065762;473477,991;5796758,119;POINT (3473539.437813917 5798636.880190066);POINT (8.610872810857623 52.3205052632691);POINT (473477.9910747279 5796758.119312661)
2982;Streckenachse;20,9 + 85,229;21,0 + 1,047;102090085,229;102100001,047;20,9;85,229;21;1,047;Bünde - Bassum;km 20,991;Kreisstraßen einschließlich der Ortsdurchfahrten;Lichtzeichenanlage mit Halbschranke;Nordrhein-Westfalen;Kreis Minden-Lübbecke;3473470,355;5799243,127;8,6098196496;52,3259513791;473408,941;5797364,125;POINT (3473470.354657954 5799243.126734192);POINT (8.609811880534986 52.32595008068038);POINT (473408.94060616195 5797364.124863655)
2982;Streckenachse;21,5 + 22,059;21,5 + 29,442;102150022,059;102150029,442;21,5;22,059;21,5;29,442;Bünde - Bassum;km21,522;andere Straßen und Wege mit allgemeinem Kraftfahrzeugverkehr;Lichtzeichenanlage mit Halbschranke;Nordrhein-Westfalen;Kreis Minden-Lübbecke;3473489,399;5799775,583;8,6100569649;52,3307373033;473427,981;5797896,369;POINT (3473489.3985422254 5799775.582735597);POINT (8.610049234713882 52.330736013750375);POINT (473427.9814344774 5797896.368527529)
2982;Streckenachse;22,9 + 2,832;22,9 + 8,360;102290002,832;102290008,36;22,9;2,832;22,9;8,36;Bünde - Bassum;km 22,905;andere Straßen und Wege mit allgemeinem Kraftfahrzeugverkehr;NichtTechnischGesichert mit Übersicht und Pfeifen;Nordrhein-Westfalen;Kreis Minden-Lübbecke;3473533,123;5801155,182;8,6105896365;52,3431373911;473471,7;5799275,417;POINT (3473533.1228516297 5801155.181694466);POINT (8.610582006954893 52.34313612463119);POINT (473471.70006765233 5799275.417370221)
2982;Streckenachse;23,8 + 69,148;23,8 + 83,100;102380069,148;102380083,1;23,8;69,148;23,8;83,1;Bünde - Bassum;km 23,873;Landesstraßen einschließlich der Ortsdurchfahrten;Lichtzeichenanlage mit Halbschranke;Nordrhein-Westfalen;Kreis Minden-Lübbecke;3473565,399;5802125,363;8,6109868214;52,3518576122;473503,972;5800245,211;POINT (3473565.3992717555 5802125.362668932);POINT (8.610979262681393 52.351856361852434);POINT (473503.9718897726 5800245.211475332)
2982;Streckenachse;29,0 + 15,163;29,0 + 18,654;102900015,163;102900018,654;29;15,163;29;18,654;Bünde - Bassum;km 29.012;andere Straßen und Wege mit allgemeinem Kraftfahrzeugverkehr;NichtTechnischGesichert mit Übersicht und Pfeifen;Nordrhein-Westfalen;Kreis Minden-Lübbecke;3474103,376;5807226,098;8,6184878849;52,397721582;474041,778;5805343,91;POINT (3474103.3764054365 5807226.098179821);POINT (8.618480699442083 52.39772039763022);POINT (474041.7781456412 5805343.909931207)
2982;Streckenachse;29,6 + 41,955;29,6 + 60,363;102960041,955;102960060,363;29,6;41,955;29,6;60,363;Bünde - Bassum;km 29,647;Kreisstraßen einschließlich der Ortsdurchfahrten;Lichtzeichenanlage mit Halbschranke;Nordrhein-Westfalen;Kreis Minden-Lübbecke;3474207,975;5807852,103;8,6199762861;52,4033521562;474146,34;5805969,664;POINT (3474207.9749261304 5807852.10303301);POINT (8.619969150436237 52.40335097468358);POINT (474146.3403306294 5805969.664456749)
2982;Streckenachse;30,4 + 83,635;30,4 + 87,796;103040083,635;103040087,796;30,4;83,635;30,4;87,796;Bünde - Bassum;km 30,483;andere Straßen und Wege mit allgemeinem Kraftfahrzeugverkehr;NichtTechnischGesichert mit Übersicht und Pfeifen;Nordrhein-Westfalen;Kreis Minden-Lübbecke;3474314,59;5808680,527;8,6214791508;52,410801854;474252,92;5806797,758;POINT (3474314.5900953724 5808680.52726571);POINT (8.621472082037002 52.410800677159756);POINT (474252.92008927406 5806797.757691282)
2982;Streckenachse;30,8 + 96,778;30,9 + 0,514;103080096,778;103090000,514;30,8;96,778;30,9;0,514;Bünde - Bassum;km 30,895;andere Straßen und Wege mit allgemeinem Kraftfahrzeugverkehr;NichtTechnischGesichert mit Übersicht und Pfeifen;Nordrhein-Westfalen;Kreis Minden-Lübbecke;3474367,698;5809090,376;8,6222281692;52,4144874741;474306,01;5807207,443;POINT (3474367.697905377 5809090.376296451);POINT (8.622221133615675 52.41448629955874);POINT (474306.0102370938 5807207.442963933)
2982;Streckenachse;31,5 + 9,297;31,5 + 13,854;103150009,297;103150013,854;31,5;9,297;31,5;13,854;Bünde - Bassum;km 31,515;sonstige Straßen und Wege mit Fahrverkehr;NichtTechnischGesichert mit Übersicht;Nordrhein-Westfalen;Kreis Minden-Lübbecke;3474445,579;5809698,848;8,6233262395;52,4199591728;474383,866;5807815,671;POINT (3474445.5791208646 5809698.847578485);POINT (8.623319253281 52.419958001599454);POINT (474383.865615838 5807815.671136149)
2982;Streckenachse;32,2 + 45,673;32,2 + 58,237;103220045,673;103220058,237;32,2;45,673;32,2;58,237;Bünde - Bassum;km 32,252;Landesstraßen einschließlich der Ortsdurchfahrten;Lichtzeichenanlage mit Halbschranke;Nordrhein-Westfalen;Kreis Minden-Lübbecke;3474515,117;5810435,492;8,6242921589;52,4265823003;474453,382;5808552,022;POINT (3474515.1173589695 5810435.4920692425);POINT (8.624285232372982 52.42658113436908);POINT (474453.38243670104 5808552.021519389)
2982;Streckenachse;59,6 + 40,072;59,6 + 46,242;105960040,072;105960046,242;59,6;40,072;59,6;46,242;Bünde - Bassum;km 59,645;andere Straßen und Wege mit allgemeinem Kraftfahrzeugverkehr;Blinklicht-Anlage;Niedersachsen;Landkreis Diepholz;3484927,428;5833145,132;8,7763292556;52,6310488848;484861,739;5831252,524;POINT (3484927.4276260533 5833145.131523988);POINT (8.776324410610762 52.63104733280528);POINT (484861.73933571303 5831252.523803244)
2982;Streckenachse;60,3 + 87,228;60,3 + 92,567;106030087,228;106030092,567;60,3;87,228;60,3;92,567;Bünde - Bassum;km 60,391;andere Straßen und Wege mit allgemeinem Kraftfahrzeugverkehr;Blinklicht-Anlage;Niedersachsen;Landkreis Diepholz;3485525,69;5833592,556;8,7851454736;52,6350859012;485459,767;5831699,765;POINT (3485525.69017067 5833592.556202543);POINT (8.7851406763615 52.63508431865931);POINT (485459.76741300727 5831699.765076533)
2982;Streckenachse;61,0 + 40,278;61,0 + 48,650;106100040,278;106100048,65;61;40,278;61;48,65;Bünde - Bassum;km 61,045;andere Straßen und Wege mit allgemeinem Kraftfahrzeugverkehr;Blinklicht-Anlage;Niedersachsen;Landkreis Diepholz;3485909,006;5834122,53;8,790784611;52,6398585268;485842,935;5832229,524;POINT (3485909.005977992 5834122.5298657715);POINT (8.790779864794256 52.63985692638308);POINT (485842.9350938346 5832229.524301785)
2982;Streckenachse;61,4 + 1,536;61,4 + 14,284;106140001,536;106140014,284;61,4;1,536;61,4;14,284;Bünde - Bassum;km 61,410;andere Straßen und Wege mit allgemeinem Kraftfahrzeugverkehr;NichtTechnischGesichert mit Übersicht;Niedersachsen;Landkreis Diepholz;3486113,17;5834423,667;8,793787864;52,6425699202;486047,02;5832530,54;POINT (3486113.169660748 5834423.6673181085);POINT (8.793783146654219 52.64256831044712);POINT (486047.0200441832 5832530.540025451)
2982;Streckenachse;61,9 + 51,742;61,9 + 64,209;106190051,742;106190064,209;61,9;51,742;61,9;64,209;Bünde - Bassum;km 61,961;andere Straßen und Wege mit allgemeinem Kraftfahrzeugverkehr;NichtTechnischGesichert mit Übersicht und Pfeifen;Niedersachsen;Landkreis Diepholz;3486421,272;5834880,029;8,7983206855;52,6466787519;486355,004;5832986,718;POINT (3486421.272285794 5834880.029374647);POINT (8.798316011623472 52.646677127911246);POINT (486355.0038720754 5832986.717618041)
2982;Streckenachse;63,0 + 18,194;63,0 + 18,194;106300018,194;106300018,194;63;18,194;63;18,194;Bünde - Bassum;km 63,024;andere Straßen und Wege mit allgemeinem Kraftfahrzeugverkehr;NichtTechnischGesichert mit Übersicht und Pfeifen;Niedersachsen;Landkreis Diepholz;3487000,602;5835768,18;8,8068449314;52,6546741813;486934,111;5833874,51;POINT (3487000.602287061 5835768.1802080665);POINT (8.806840341779354 52.65467253089355);POINT (486934.110760274 5833874.509631008)
2982;Streckenachse;63,6 + 45,564;63,6 + 51,563;106360045,564;106360051,563;63,6;45,564;63,6;51,563;Bünde - Bassum;km 63,652;sonstige Straßen und Wege mit Fahrverkehr;NichtTechnischGesichert mit Übersicht;Niedersachsen;Landkreis Diepholz;3487115,231;5836386,162;8,8085146365;52,6602303012;487048,699;5834492,244;POINT (3487115.2310997564 5836386.161721763);POINT (8.808510100971825 52.66022864868507);POINT (487048.69924733386 5834492.24396672)
2982;Streckenachse;64,0 + 38,056;64,0 + 74,332;106400038,056;106400074,332;64;38,056;64;74,332;Bünde - Bassum;km 64,055;Bundesstraßen einschließlich der Ortsdurchfahrten;Blinklicht-Anlage mit Halbschranke;Niedersachsen;Landkreis Diepholz;3487165,631;5836791,089;8,8092437157;52,6638702991;487099,083;5834897,009;POINT (3487165.631403948 5836791.0886654705);POINT (8.809239215192507 52.66386864666094);POINT (487099.0829722444 5834897.009163305)
2982;Streckenachse;64,3 + 96,730;64,4 + 9,503;106430096,73;106440009,503;64,3;96,73;64,4;9,503;Bünde - Bassum;km 64,405;sonstige Straßen und Wege mit Fahrverkehr;NichtTechnischGesichert mit Übersicht und Pfeifen;Niedersachsen;Landkreis Diepholz;3487210,691;5837135,433;8,809896326;52,6669657527;487144,128;5835241,216;POINT (3487210.6909754975 5837135.433271381);POINT (8.80989185528087 52.66696410025133);POINT (487144.12756906875 5835241.216202981)
2982;Streckenachse;65,1 + 76,356;65,1 + 80,727;106510076,356;106510080,727;65,1;76,356;65,1;80,727;Bünde - Bassum;km 65,176;sonstige Straßen und Wege mit Fahrverkehr;NichtTechnischGesichert mit Übersicht;Niedersachsen;Landkreis Diepholz;3487309,763;5837905,304;8,8113310445;52,6738863783;487243,167;5836010,78;POINT (3487309.7630562633 5837905.3042629035);POINT (8.81132664033859 52.673884725815675);POINT (487243.1668365886 5836010.779645592)
2982;Streckenachse;66,1 + 73,123;66,1 + 91,924;106610073,123;106610091,924;66,1;73,123;66,1;91,924;Bünde - Bassum;Km 66,180;Bundesstraßen einschließlich der Ortsdurchfahrten;mechanische Vollschranke, keine Anrufschranke;Niedersachsen;Landkreis Diepholz;3487433,904;5838900,583;8,81312826;52,6828331425;487367,267;5837005,661;POINT (3487433.903609996 5838900.583254722);POINT (8.813123941882829 52.68283149023538);POINT (487367.26654131286 5837005.661079152)
2983;Streckenachse;0,4 + 6,000;0,4 + 6,000;100040006;100040006;0,4;6;0,4;6;Lage - Hameln;Uferstraße;Kreisstraßen einschließlich der Ortsdurchfahrten;Lichtzeichenanlage mit Halbschranke;Nordrhein-Westfalen;Kreis Lippe;3486605,295;5761704,379;8,8039578524;51,9890658151;486538,327;5759840,228;POINT (3486605.2953093247 5761704.379482281);POINT (8.803946878554195 51.98906358045883);POINT (486538.3273316782 5759840.227725833)
2983;Streckenachse;0,5 + 98,811;0,6 + 6,956;100050098,811;100060006,956;0,5;98,811;0,6;6,956;Lage - Hameln;Gasstr.;Kreisstraßen einschließlich der Ortsdurchfahrten;Lichtzeichenanlage mit Vollschranke;Nordrhein-Westfalen;Kreis Lippe;3486729,296;5761553,649;8,805768777;51,987714129;486662,277;5759689,556;POINT (3486729.2955546463 5761553.648898155);POINT (8.805757792052395 51.98771188596571);POINT (486662.276867841 5759689.55617849)
2983;Streckenachse;1,1 + 90,449;1,1 + 90,449;100110090,449;100110090,449;1,1;90,449;1,1;90,449;Lage - Hameln;1.15;andere Straßen und Wege mit allgemeinem Kraftfahrzeugverkehr;Lichtzeichenanlage mit Halbschranke;Nordrhein-Westfalen;Kreis Lippe;3487277,746;5761625,346;8,8137497224;51,9883713489;487210,51;5759761,22;POINT (3487277.746292702 5761625.346054071);POINT (8.81373876394591 51.98836908179276);POINT (487210.50958381867 5759761.220098907)
2983;Streckenachse;3,5 + 21,897;3,5 + 21,897;100350021,897;100350021,897;3,5;21,897;3,5;21,897;Lage - Hameln;Lemgoer Str.;Bundesstraßen einschließlich der Ortsdurchfahrten;Lichtzeichenanlage mit Halbschranke;Nordrhein-Westfalen;Kreis Lippe;3488638,798;5763452,427;8,8335017234;52,0048215088;488571,035;5761587,561;POINT (3488638.7982606296 5763452.4270447325);POINT (8.83349099356275 52.00481920700711);POINT (488571.03450569214 5761587.5611697845)
