Streckennummer;Richtung;km_von_l;km_bis_l;km_von_i;km_bis_i;km_von_km;km_von_m;km_bis_km;km_bis_m;Streckenkurzname;Bezeichnung;Straßenart;Technische Sicherung;Bundesland;Kreis;GK Rechtswert (EPSG 31467);GK Hochwert (EPSG 31467);Geographische Länge (EPSG 4326);Geographische Breite (EPSG 4326);UTM Rechtswert (EPSG 25832);UTM Hochwert (EPSG 25832);WKT GK (EPSG 31467);WKT WGS84 (EPSG 4326);WKT UTM 32N (EPSG 25832)
1204;Streckenachse;18,1 + 42,480;18,1 + 48,888;101810042,48;101810048,888;18,1;42,48;18,1;48,888;Husum, Abzw Hörn - Tönning;Km 18,153;andere Straßen und Wege mit allgemeinem Kraftfahrzeugverkehr;NichtTechnischGesichert mit Übersicht und Pfeifen;Schleswig-Holstein;Kreis Nordfriesland;3496407,861;6023315,516;8,9436937057;54,3399492582;496339,285;6021347,116;POINT (3496407.861340272 6023315.515898467);POINT (8.943713556565454 54.339948448225584);POINT (496339.28474225407 6021347.116252728)
1204;Streckenachse;18,1 + 60,952;18,1 + 65,365;101810060,952;101810065,365;18,1;60,952;18,1;65,365;Husum, Abzw Hörn - Tönning;Km 18,172;sonstige Straßen und Wege mit Fahrverkehr;NichtTechnischGesichert mit Übersicht;Schleswig-Holstein;Kreis Nordfriesland;3496403,792;6023298,522;8,9436313498;54,3397965569;496335,217;6021330,129;POINT (3496403.792266384 6023298.521761678);POINT (8.94365119700116 54.339795747284555);POINT (496335.21713240864 6021330.1289101625)
1204;Streckenachse;19,4 + 47,127;19,4 + 50,787;101940047,127;101940050,787;19,4;47,127;19,4;50,787;Husum, Abzw Hörn - Tönning;Km 19,458;sonstige Straßen und Wege mit Fahrverkehr;NichtTechnischGesichert mit Übersicht;Schleswig-Holstein;Kreis Nordfriesland;3496104,203;6022048,113;8,939041589;54,3285608697;496035,735;6020080,22;POINT (3496104.202635488 6022048.112533219);POINT (8.939061169747825 54.32856008582272);POINT (496035.73530349764 6020080.219597162)
1204;Streckenachse;20,5 + 8,155;20,5 + 28,905;102050008,155;102050028,905;20,5;8,155;20,5;28,905;Husum, Abzw Hörn - Tönning;km 20,519;Landesstraßen einschließlich der Ortsdurchfahrten;Lichtzeichenanlage mit Halbschranke;Schleswig-Holstein;Kreis Nordfriesland;3495856,505;6021015,42;8,9352486889;54,31928135;495788,127;6019047,94;POINT (3495856.5047022565 6021015.419986525);POINT (8.935268049730057 54.319280587548754);POINT (495788.1265149057 6019047.939928603)
1204;Streckenachse;21,1 + 24,862;21,1 + 39,858;102110024,862;102110039,858;21,1;24,862;21,1;39,858;Husum, Abzw Hörn - Tönning;km 21,133;Landesstraßen einschließlich der Ortsdurchfahrten;Lichtzeichenanlage mit Halbschranke;Schleswig-Holstein;Kreis Nordfriesland;3495995,438;6020450,355;8,9373913638;54,3142060002;495927;6018483,098;POINT (3495995.4382236907 6020450.35508201);POINT (8.937410607566271 54.31420521619645);POINT (495926.99968004134 6018483.098459496)
1205;Streckenachse;21,3 + 45,527;21,3 + 46,730;102130045,527;102130046,73;21,3;45,527;21,3;46,73;Tönning - Bad St Peter Ording;Km 21,346;sonstige Straßen und Wege mit Fahrverkehr;NichtTechnischGesichert mit Übersicht;Schleswig-Holstein;Kreis Nordfriesland;3495762,555;6020681,554;8,9338096956;54,316281171;495694,211;6018714,208;POINT (3495762.555051627 6020681.554242812);POINT (8.933828985181277 54.31628041712316);POINT (495694.2112003181 6018714.207793083)
1205;Streckenachse;21,5 + 14,239;21,5 + 16,795;102150014,239;102150016,795;21,5;14,239;21,5;16,795;Tönning - Bad St Peter Ording;Km 21,515;sonstige Straßen und Wege mit Fahrverkehr;NichtTechnischGesichert mit Übersicht;Schleswig-Holstein;Kreis Nordfriesland;3495621,847;6020774,258;8,9316461745;54,3171128186;495553,56;6018806,876;POINT (3495621.847326401 6020774.2584318025);POINT (8.931665481914596 54.31711208242978);POINT (495553.5602627883 6018806.876392186)
1205;Streckenachse;21,7 + 71,854;21,7 + 75,180;102170071,854;102170075,18;21,7;71,854;21,7;75,18;Tönning - Bad St Peter Ording;Km 21,773;sonstige Straßen und Wege mit Fahrverkehr;NichtTechnischGesichert mit Übersicht;Schleswig-Holstein;Kreis Nordfriesland;3495371,053;6020832,267;8,9277914215;54,3176317338;495302,866;6018864,864;POINT (3495371.053222002 6020832.266873252);POINT (8.927810738121542 54.317631028481415);POINT (495302.86640514235 6018864.864035967)
1205;Streckenachse;22,3 + 22,017;22,3 + 25,732;102230022,017;102230025,732;22,3;22,017;22,3;25,732;Tönning - Bad St Peter Ording;Km 22,324;sonstige Straßen und Wege mit Fahrverkehr;NichtTechnischGesichert mit Übersicht;Schleswig-Holstein;Kreis Nordfriesland;3494826,904;6020911,897;8,919428222;54,3183418722;494758,935;6018944,468;POINT (3494826.9043596084 6020911.897284132);POINT (8.919447548942072 54.31834123328732);POINT (494758.93462954834 6018944.467704433)
1205;Streckenachse;22,7 + 84,584;22,7 + 88,903;102270084,584;102270088,903;22,7;84,584;22,7;88,903;Tönning - Bad St Peter Ording;Km 22,786;sonstige Straßen und Wege mit Fahrverkehr;NichtTechnischGesichert mit Übersicht;Schleswig-Holstein;Kreis Nordfriesland;3494365,515;6020948,76;8,9123373376;54,3186681327;494297,729;6018981,32;POINT (3494365.515095168 6020948.759630995);POINT (8.912356666796985 54.318667549707804);POINT (494297.7291572322 6018981.319565646)
1205;Streckenachse;24,5 + 93,508;24,5 + 96,124;102450093,508;102450096,124;24,5;93,508;24,5;96,124;Tönning - Bad St Peter Ording;Km 24,594;sonstige Straßen und Wege mit Fahrverkehr;NichtTechnischGesichert mit Übersicht;Schleswig-Holstein;Kreis Nordfriesland;3492640,283;6021482,955;8,8858122258;54,323445223;492573,188;6019515,318;POINT (3492640.2829615143 6021482.954709902);POINT (8.885831646405977 54.323444851955976);POINT (492573.18783723854 6019515.317824386)
1205;Streckenachse;25,5 + 2,536;25,5 + 6,708;102550002,536;102550006,708;25,5;2,536;25,5;6,708;Tönning - Bad St Peter Ording;Km 25,504;Kreisstraßen einschließlich der Ortsdurchfahrten;NichtTechnischGesichert mit Übersicht und Pfeifen;Schleswig-Holstein;Kreis Nordfriesland;3491775,501;6021765,557;8,8725136461;54,325970834;491708,752;6019797,815;POINT (3491775.5007233447 6021765.556803822);POINT (8.872533115529157 54.32597056890084);POINT (491708.75200222305 6019797.815359796)
1205;Streckenachse;25,7 + 40,722;25,7 + 43,227;102570040,722;102570043,227;25,7;40,722;25,7;43,227;Tönning - Bad St Peter Ording;Km 25,741;sonstige Straßen und Wege mit Fahrverkehr;NichtTechnischGesichert mit Übersicht;Schleswig-Holstein;Kreis Nordfriesland;3491549,928;6021839,376;8,8690445221;54,3266303217;491483,269;6019871,608;POINT (3491549.9275448346 6021839.376335687);POINT (8.869064004222277 54.32663008417675);POINT (491483.2691812417 6019871.607576349)
1205;Streckenachse;26,6 + 61,160;26,6 + 64,160;102660061,16;102660064,16;26,6;61,16;26,6;64,16;Tönning - Bad St Peter Ording;Km 26,662;sonstige Straßen und Wege mit Fahrverkehr;NichtTechnischGesichert mit Übersicht;Schleswig-Holstein;Kreis Nordfriesland;3490703,76;6022201,688;8,8560275275;54,3298705229;490637,441;6020233,783;POINT (3490703.7599703465 6022201.688474112);POINT (8.856047075169245 54.32987038945959);POINT (490637.44132383587 6020233.78329124)
1205;Streckenachse;27,0 + 40,567;27,0 + 43,630;102700040,567;102700043,63;27;40,567;27;43,63;Tönning - Bad St Peter Ording;Km 27,042;sonstige Straßen und Wege mit Fahrverkehr;NichtTechnischGesichert mit Übersicht;Schleswig-Holstein;Kreis Nordfriesland;3490356,238;6022353,99;8,8506807214;54,3312323081;490290,058;6020386,027;POINT (3490356.2375925262 6022353.989943647);POINT (8.850700296657568 54.33123221731932);POINT (490290.05849884794 6020386.027339642)
1205;Streckenachse;27,7 + 53,063;27,7 + 55,927;102770053,063;102770055,927;27,7;53,063;27,7;55,927;Tönning - Bad St Peter Ording;Km 27,754;sonstige Straßen und Wege mit Fahrverkehr;NichtTechnischGesichert mit Übersicht und Pfeifen;Schleswig-Holstein;Kreis Nordfriesland;3489703,764;6022639,936;8,8406411294;54,3337884208;489637,847;6020671,866;POINT (3489703.763672166 6022639.936240229);POINT (8.840660756510053 54.33378841011946);POINT (489637.84658743034 6020671.865827375)
1205;Streckenachse;28,1 + 17,653;28,1 + 21,182;102810017,653;102810021,182;28,1;17,653;28,1;21,182;Tönning - Bad St Peter Ording;Km 28,120;sonstige Straßen und Wege mit Fahrverkehr;NichtTechnischGesichert mit Übersicht;Schleswig-Holstein;Kreis Nordfriesland;3489353,101;6022717,668;8,8352476989;54,3344795329;489287,324;6020749,569;POINT (3489353.100989145 6022717.667508848);POINT (8.835267337879005 54.33447956454055);POINT (489287.32403106295 6020749.569353064)
1205;Streckenachse;28,4 + 90,980;28,4 + 95,063;102840090,98;102840095,063;28,4;90,98;28,4;95,063;Tönning - Bad St Peter Ording;Km 28,493;sonstige Straßen und Wege mit Fahrverkehr;NichtTechnischGesichert mit Übersicht;Schleswig-Holstein;Kreis Nordfriesland;3488982,126;6022673,519;8,8295463313;54,3340750244;488916,496;6020705,442;POINT (3488982.1258692816 6022673.519382292);POINT (8.829565950381554 54.334075102528324);POINT (488916.49601407326 6020705.442127822)
1205;Streckenachse;28,6 + 77,754;28,6 + 81,245;102860077,754;102860081,245;28,6;77,754;28,6;81,245;Tönning - Bad St Peter Ording;km 28,679;andere Straßen und Wege mit allgemeinem Kraftfahrzeugverkehr;NichtTechnischGesichert mit Übersicht und Pfeifen;Schleswig-Holstein;Kreis Nordfriesland;3488797,302;6022649,061;8,8267059837;54,3338512638;488731,746;6020680,995;POINT (3488797.30209881 6022649.06103364);POINT (8.826725589073344 54.33385136656963);POINT (488731.7455095565 6020680.99517163)
1205;Streckenachse;29,1 + 0,366;29,1 + 3,176;102910000,366;102910003,176;29,1;0,366;29,1;3,176;Tönning - Bad St Peter Ording;BÜ Privat;sonstige Straßen und Wege mit Fahrverkehr;NichtTechnischGesichert mit Übersicht;Schleswig-Holstein;Kreis Nordfriesland;3488388,769;6022542,457;8,8204298612;54,3328844066;488323,374;6020574,437;POINT (3488388.769101093 6022542.457086833);POINT (8.820449425194209 54.33288456337554);POINT (488323.37398434564 6020574.437297404)
1205;Streckenachse;29,3 + 49,120;29,3 + 52,891;102930049,12;102930052,891;29,3;49,12;29,3;52,891;Tönning - Bad St Peter Ording;BÜ Süderweg;sonstige Straßen und Wege mit Fahrverkehr;NichtTechnischGesichert mit Übersicht;Schleswig-Holstein;Kreis Nordfriesland;3488148,031;6022477,967;8,8167316993;54,3322994945;488082,731;6020509,975;POINT (3488148.0305234133 6022477.966763248);POINT (8.816751238575748 54.332299683141706);POINT (488082.7305434539 6020509.974787373)
1205;Streckenachse;29,7 + 1,716;29,7 + 5,848;102970001,716;102970005,848;29,7;1,716;29,7;5,848;Tönning - Bad St Peter Ording;BÜ Privat;sonstige Straßen und Wege mit Fahrverkehr;NichtTechnischGesichert mit Übersicht;Schleswig-Holstein;Kreis Nordfriesland;3487806,032;6022391,458;8,8114779771;54,3315142466;487740,867;6020423,504;POINT (3487806.0317543517 6022391.458017733);POINT (8.811497482276618 54.33151448053352);POINT (487740.86697400233 6020423.503523027)
1205;Streckenachse;30,2 + 26,327;30,2 + 30,140;103020026,327;103020030,14;30,2;26,327;30,2;30,14;Tönning - Bad St Peter Ording;BÜ Ovesweg;sonstige Straßen und Wege mit Fahrverkehr;NichtTechnischGesichert mit Übersicht und Pfeifen;Schleswig-Holstein;Kreis Nordfriesland;3487298,517;6022259,52;8,8036821465;54,3303165448;487233,553;6020291,623;POINT (3487298.516739556 6022259.520112126);POINT (8.803701600433902 54.3303168460285);POINT (487233.55255897954 6020291.622653375)
1205;Streckenachse;30,5 + 61,717;30,5 + 66,330;103050061,717;103050066,33;30,5;61,717;30,5;66,33;Tönning - Bad St Peter Ording;BÜ Privat;sonstige Straßen und Wege mit Fahrverkehr;NichtTechnischGesichert mit Übersicht;Schleswig-Holstein;Kreis Nordfriesland;3486976,364;6022164,853;8,7987343383;54,3294579437;486911,527;6020196,996;POINT (3486976.363908741 6022164.853036883);POINT (8.79875375731667 54.329458287628206);POINT (486911.526963564 6020196.996122861)
1205;Streckenachse;30,9 + 17,000;30,9 + 17,000;103090017;103090017;30,9;17;30,9;17;Tönning - Bad St Peter Ording;30.917;sonstige Straßen und Wege mit Fahrverkehr;NichtTechnischGesichert mit Übersicht;Schleswig-Holstein;Kreis Nordfriesland;3486635,648;6022072,648;8,7935013008;54,328620771;486570,946;6020104,831;POINT (3486635.648230505 6022072.6478953995);POINT (8.793520684585847 54.328621160021235);POINT (486570.94592360494 6020104.830713937)
1205;Streckenachse;31,2 + 61,277;31,2 + 64,849;103120061,277;103120064,849;31,2;61,277;31,2;64,849;Tönning - Bad St Peter Ording;BÜ Südermarsch Weg;sonstige Straßen und Wege mit Fahrverkehr;NichtTechnischGesichert mit Übersicht und Pfeifen;Schleswig-Holstein;Kreis Nordfriesland;3486301,995;6021980,867;8,7883770141;54,3277873728;486237,425;6020013,089;POINT (3486301.9952675565 6021980.867029016);POINT (8.788396363126749 54.32778780608795);POINT (486237.42479466606 6020013.089347193)
1205;Streckenachse;31,7 + 3,540;31,7 + 9,158;103170003,54;103170009,158;31,7;3,54;31,7;9,158;Tönning - Bad St Peter Ording;BÜ Hafenpl. Loof;sonstige Straßen und Wege mit Fahrverkehr;NichtTechnischGesichert mit Übersicht und Pfeifen;Schleswig-Holstein;Kreis Nordfriesland;3485875,594;6021860,473;8,7818287347;54,3266941374;485811,192;6019892,747;POINT (3485875.593912401 6021860.472614018);POINT (8.781848038557138 54.326694627357);POINT (485811.1918927188 6019892.746643849)
1205;Streckenachse;31,9 + 3,392;31,9 + 6,443;103190003,392;103190006,443;31,9;3,392;31,9;6,443;Tönning - Bad St Peter Ording;BÜ Privat;sonstige Straßen und Wege mit Fahrverkehr;NichtTechnischGesichert mit Übersicht;Schleswig-Holstein;Kreis Nordfriesland;3485683,924;6021808,602;8,7788852543;54,3262227983;485619,598;6019840,899;POINT (3485683.924278013 6021808.602247503);POINT (8.778904538414762 54.32622331363336);POINT (485619.5979992039 6019840.89862803)
1205;Streckenachse;32,0 + 20,024;32,0 + 34,344;103200020,024;103200034,344;32;20,024;32;34,344;Tönning - Bad St Peter Ording;BÜ-Nr:1 Garding L 241;Landesstraßen einschließlich der Ortsdurchfahrten;Blinklicht-Anlage;Schleswig-Holstein;Kreis Nordfriesland;3485565,697;6021777,471;8,7770696206;54,3259397839;485501,417;6019809,78;POINT (3485565.696789941 6021777.4705528775);POINT (8.77708889264998 54.32594031494005);POINT (485501.4172381229 6019809.78037655)
1205;Streckenachse;32,3 + 3,229;32,3 + 6,507;103230003,229;103230006,507;32,3;3,229;32,3;6,507;Tönning - Bad St Peter Ording;BÜ Privat;sonstige Straßen und Wege mit Fahrverkehr;NichtTechnischGesichert mit Übersicht;Schleswig-Holstein;Kreis Nordfriesland;3485289,574;6021756,844;8,7728266982;54,3257465869;485225,404;6019789,165;POINT (3485289.574130264 6021756.844053891);POINT (8.772845952926364 54.325747154927);POINT (485225.4041792436 6019789.164565387)
1205;Streckenachse;32,5 + 34,457;32,5 + 37,791;103250034,457;103250037,791;32,5;34,457;32,5;37,791;Tönning - Bad St Peter Ording;BÜ Privat;sonstige Straßen und Wege mit Fahrverkehr;NichtTechnischGesichert mit Übersicht;Schleswig-Holstein;Kreis Nordfriesland;3485058,323;6021757,032;8,7692724313;54,3257415461;484994,245;6019789,354;POINT (3485058.3230529195 6021757.031529671);POINT (8.76929167529381 54.32574214507118);POINT (484994.24504904693 6019789.354048735)
1205;Streckenachse;32,8 + 50,833;32,8 + 53,141;103280050,833;103280053,141;32,8;50,833;32,8;53,141;Tönning - Bad St Peter Ording;BÜ Hartkoogweg;sonstige Straßen und Wege mit Fahrverkehr;NichtTechnischGesichert mit Übersicht;Schleswig-Holstein;Kreis Nordfriesland;3484742,467;6021757,288;8,7644178073;54,3257344918;484678,514;6019789,613;POINT (3484742.466776565 6021757.287595244);POINT (8.76443703647188 54.32573513313635);POINT (484678.5143593238 6019789.612855993)
1205;Streckenachse;33,2 + 60,680;33,2 + 64,424;103320060,68;103320064,424;33,2;60,68;33,2;64,424;Tönning - Bad St Peter Ording;BÜ Sandwehle K 5;Kreisstraßen einschließlich der Ortsdurchfahrten;NichtTechnischGesichert mit Übersicht und Pfeifen;Schleswig-Holstein;Kreis Nordfriesland;3484331,953;6021754,47;8,7581084854;54,3256967301;484268,163;6019786,8;POINT (3484331.952539616 6021754.470104834);POINT (8.758127694753107 54.32569742633272);POINT (484268.1633170125 6019786.800180865)
1205;Streckenachse;33,3 + 69,804;33,3 + 72,657;103330069,804;103330072,657;33,3;69,804;33,3;72,657;Tönning - Bad St Peter Ording;BÜ Privat;sonstige Straßen und Wege mit Fahrverkehr;NichtTechnischGesichert mit Übersicht;Schleswig-Holstein;Kreis Nordfriesland;3484223,492;6021747,731;8,7564418376;54,325632847;484159,746;6019780,065;POINT (3484223.491791774 6021747.7314441735);POINT (8.756461040466831 54.32563355773318);POINT (484159.7456323415 6019780.065175704)
1205;Streckenachse;34,4 + 58,369;34,4 + 61,734;103440058,369;103440061,734;34,4;58,369;34,4;61,734;Tönning - Bad St Peter Ording;BÜ Privat;sonstige Straßen und Wege mit Fahrverkehr;NichtTechnischGesichert mit Übersicht;Schleswig-Holstein;Kreis Nordfriesland;3483139,445;6021646,139;8,7397862029;54,3246854701;483076,129;6019678,523;POINT (3483139.445169385 6021646.138825082);POINT (8.739805333634981 54.32468632545045);POINT (483076.12911006133 6019678.522704306)
1205;Streckenachse;35,0 + 24,851;35,0 + 33,229;103500024,851;103500033,229;35;24,851;35;33,229;Tönning - Bad St Peter Ording;BÜ Heisternest L 33;Landesstraßen einschließlich der Ortsdurchfahrten;Lichtzeichenanlage mit Halbschranke;Schleswig-Holstein;Kreis Nordfriesland;3482572,772;6021595,278;8,7310798371;54,3242094998;482509,681;6019627,687;POINT (3482572.772208094 6021595.278145813);POINT (8.731098930545219 54.32421043066632);POINT (482509.68099832995 6019627.6873440845)
1205;Streckenachse;35,4 + 46,404;35,4 + 48,684;103540046,404;103540048,684;35,4;46,404;35,4;48,684;Tönning - Bad St Peter Ording;BÜ Gemeindestr.;sonstige Straßen und Wege mit Fahrverkehr;NichtTechnischGesichert mit Übersicht;Schleswig-Holstein;Kreis Nordfriesland;3482154,407;6021585,539;8,7246505385;54,3241075351;482091,482;6019617,955;POINT (3482154.4070396745 6021585.538664097);POINT (8.724669610262058 54.324108521694235);POINT (482091.4820823525 6019617.9554964965)
1205;Streckenachse;36,2 + 55,239;36,2 + 58,401;103620055,239;103620058,401;36,2;55,239;36,2;58,401;Tönning - Bad St Peter Ording;BÜ Geestgraben;sonstige Straßen und Wege mit Fahrverkehr;NichtTechnischGesichert mit Übersicht und Pfeifen;Schleswig-Holstein;Kreis Nordfriesland;3481352,842;6021520,415;8,7123353486;54,3234938022;481290,235;6019552,865;POINT (3481352.842007651 6021520.414741773);POINT (8.71235436902099 54.32349489547447);POINT (481290.23516258894 6019552.864672878)
1205;Streckenachse;36,9 + 33,449;36,9 + 38,105;103690033,449;103690038,105;36,9;33,449;36,9;38,105;Tönning - Bad St Peter Ording;BÜ Bohmarnweg;sonstige Straßen und Wege mit Fahrverkehr;NichtTechnischGesichert mit Übersicht und Pfeifen;Schleswig-Holstein;Kreis Nordfriesland;3480720,109;6021274,219;8,7026269397;54,321258521;480657,752;6019306,773;POINT (3480720.109047613 6021274.219117175);POINT (8.702645878802556 54.321259698444166);POINT (480657.7515609557 6019306.772622687)
1205;Streckenachse;37,2 + 6,010;37,2 + 8,864;103720006,01;103720008,864;37,2;6,01;37,2;8,864;Tönning - Bad St Peter Ording;BÜ Privat;sonstige Straßen und Wege mit Fahrverkehr;NichtTechnischGesichert mit Übersicht;Schleswig-Holstein;Kreis Nordfriesland;3480473,196;6021161,672;8,6988397692;54,3202380348;480410,936;6019194,272;POINT (3480473.196169105 6021161.67192102);POINT (8.698858673115105 54.320239245149125);POINT (480410.9358423791 6019194.272394117)
1205;Streckenachse;38,5 + 45,347;38,5 + 50,944;103850045,347;103850050,944;38,5;45,347;38,5;50,944;Tönning - Bad St Peter Ording;BÜ Flugplatz;andere Straßen und Wege mit allgemeinem Kraftfahrzeugverkehr;NichtTechnischGesichert mit Übersicht und Pfeifen;Schleswig-Holstein;Kreis Nordfriesland;3479345,43;6020436,798;8,6815589859;54,3136815561;479283,612;6018469,697;POINT (3479345.4304267275 6020436.798435461);POINT (8.681577685101441 54.31368291737389);POINT (479283.61198401905 6018469.697250236)
